movieInfo,title,star,quote
"
导演:托尼·凯耶TonyKaye   主演:艾德里安·布洛迪AdrienBrody/克里...
2011 / 美国 / 剧情


",超脱 / Detachment / 人间师格(台),8.7,穷尽一生，我们要学会的，不过是彼此拥抱。
"
导演:李安AngLee   主演:希斯·莱杰HeathLedger/杰克·吉伦哈尔Jake...
2005 / 美国加拿大 / 剧情爱情同性家庭


",断背山 / Brokeback Mountain / 断臂山,8.5,每个人心中都有一座断背山。
"
导演:查理·卓别林CharlesChaplin   主演:查理·卓别林CharlesChaplin...
1936 / 美国 / 喜剧剧情爱情


","摩登时代 / Modern Times / The Masses  /  Temps modernes, Les",9.1,大时代中的人生，小人物的悲喜。
"
导演:皮艾尔·柯芬PierreCoffin/克里斯·雷纳德ChrisRenaud   主演:...
2010 / 美国 / 儿童喜剧动画


",神偷奶爸 / Despicable Me / 卑鄙的我  /  坏蛋奖门人(港),8.5,Mr. I Don't Care其实也有Care的时候。
"
导演:詹姆斯·温JamesWan   主演:雷·沃纳尔LeighWhannell/加利·艾...
2004 / 美国澳大利亚 / 犯罪悬疑惊悚


",电锯惊魂 / Saw / 夺魂锯  /  恐惧斗室,8.6,真相就在眼前。
"
导演:理查德·柯蒂斯RichardCurtis   主演:休·格兰特HughGrant/柯林...
2003 / 英国美国 / 喜剧剧情爱情


",真爱至上 / Love Actually / 爱是您，爱是我(台)  /  真的恋爱了(港),8.5,爱，是个动词。
"
导演:韦斯·安德森WesAnderson   主演:拉尔夫·费因斯RalphFiennes/...
2014 / 美国德国英国 / 剧情喜剧


",布达佩斯大饭店 / The Grand Budapest Hotel / 布达佩斯大酒店(港)  /  欢迎来到布达佩斯大饭店(台),8.7,小清新的故事里注入了大历史的情怀。
"
导演:北野武TakeshiKitano   主演:北野武TakeshiKitano/关口雄介Yus...
1999 / 日本 / 剧情喜剧


",菊次郎的夏天 / 菊次郎の夏 / Kikujirô no natsu  /  菊次郎的夏天,8.7,从没见过那么流氓的温柔，从没见过那么温柔的流氓。
"
导演:米林宏昌HiromasaYonebayashi   主演:志田未来MiraiShida/神木...
2010 / 日本 / 动画奇幻冒险


",借东西的小人阿莉埃蒂 / 借りぐらしのアリエッティ / 借物少女艾莉缇(台)  /  借东西的小矮人亚莉亚蒂(港),8.7,曾经的那段美好会沉淀为一辈子的记忆。
"
导演:巴瑞·莱文森BarryLevinson   主演:达斯汀·霍夫曼DustinHoffman...
1988 / 美国 / 剧情


",雨人 / Rain Man / 手足情未了  /  手足情深,8.6,生活在自己的世界里，也可以让周围的人显得可笑和渺小。
"
导演:丹尼·鲍尔DannyBoyle/洛芙琳·坦丹LoveleenTandan   主演:戴夫...
2008 / 英国美国 / 剧情爱情


",贫民窟的百万富翁 / Slumdog Millionaire / 贫民百万富翁(台)  /  一百万零一夜(港),8.5,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁
"
导演:罗启锐AlexLaw   主演:吴君如SandraNg/任达华SimonYam/钟绍...
2010 / 香港中国大陆 / 剧情家庭


",岁月神偷 / 歲月神偷 / 1969太空漫游  /  Echoes Of The Rainbow,8.6,岁月流逝，来日可追。
"
导演:托马斯·温特伯格ThomasVinterberg   主演:麦斯·米科尔森MadsMik...
2012 / 丹麦瑞典比利时 / 剧情


",狩猎 / Jagten / 谎言的烙印(台)  /  诬网(港),9.0,人言可畏。
"
导演:科克·德·米科KirkDeMicco/克里斯·桑德斯ChrisSanders   主演...
2013 / 美国 / 喜剧动画冒险


",疯狂原始人 / The Croods / 古鲁家族(港 / 台) ,8.8,老少皆宜，这就是好莱坞动画的魅力。
"
导演:保罗·格林格拉斯PaulGreengrass   主演:马特·达蒙MattDamon/...
2007 / 美国德国 / 动作悬疑冒险


",谍影重重3 / The Bourne Ultimatum / 叛谍追击3：最后通牒(港)  /  神鬼认证：最后通牒 (台),8.7,像吃了苏打饼一样干脆的电影。
"
导演:ChristopherNolan   主演:GuyPearce/Carrie-AnneMoss/JoePant...
2000 / 美国 / 犯罪剧情悬疑惊悚


",记忆碎片 / Memento / 失忆  /  记忆拼图,8.5,一个针管引发的血案。
"
导演:尼克·卡索维茨NickCassavetes   主演:瑞恩·高斯林RyanGosling/...
2004 / 美国 / 剧情爱情


",恋恋笔记本 / The Notebook / 深情日记  /  写我情真,8.5,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 
"
导演:王家卫KarWaiWong   主演:张国荣LeslieCheung/张曼玉MaggieC...
1994 / 香港台湾 / 剧情动作爱情武侠古装


",东邪西毒 / 東邪西毒 / Ashes of Time,8.5,电影诗。
"
导演:细田守MamoruHosoda   主演:仲里依纱RiisaNaka/石田卓也Takuya...
2006 / 日本 / 剧情爱情科幻动画


",穿越时空的少女 / 時をかける少女 / 跳跃吧！时空少女(台)  /  Toki o kakeru shôjo,8.7,爱上未来的你。 
"
导演:MervynLeRoy   主演:VivienLeigh/RobertTaylor/LucileWatson
1940 / 美国 / 剧情战争爱情


",魂断蓝桥 / Waterloo Bridge / 滑铁卢桥  /  断桥残梦,8.8,中国式内在的美国电影。
"
导演:黑泽明AkiraKurosawa   主演:三船敏郎ToshirôMifune/志村乔...
1954 / 日本 / 动作冒险剧情


",七武士 / 七人の侍 / 七侠四义(港)  /  The Seven Samurai,9.1,时代悲歌。
"
导演:程小东Siu-TungChing   主演:张国荣LeslieCheung/王祖贤JoeyW...
1987 / 香港 / 剧情爱情武侠古装


",倩女幽魂 / 倩女幽魂(87版)  /  A Chinese Ghost Story,8.5,两张绝世的脸。 
"
导演:丹尼·鲍尔DannyBoyle   主演:伊万·麦克格雷格EwanMcGregor/艾...
1996 / 英国 / 犯罪剧情


",猜火车 / Trainspotting / 迷幻列车  /  定位的火车,8.5,不可猜的青春迷笛。 
"
导演:彼特·道格特PeteDocter/大卫·斯沃曼DavidSilverman   主演:约...
2001 / 美国 / 喜剧动画儿童奇幻


","怪兽电力公司 / Monsters, Inc. / 怪兽公司(港)  /  怪物公司",8.6,不要给它起名字，起了名字就有感情了。
"
导演:马克·赫门MarkHerman   主演:阿沙·巴特菲尔德AsaButterfield/...
2008 / 英国美国 / 剧情战争


",穿条纹睡衣的男孩 / The Boy in the Striped Pajamas / 穿条纹衣服的男孩  /  穿条纹衣的男孩,8.8,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。
"
导演:ChrisColumbus   主演:DanielRadcliffe/EmmaWatson/RupertGrint
2001 / 美国英国 / 奇幻冒险


",哈利·波特与魔法石 / Harry Potter and the Sorcerer's Stone / 哈利波特1：神秘的魔法石(港 / 台) ,8.5,童话世界的开端。
"
导演:特瑞·乔治TerryGeorge   主演:唐·钱德尔DonCheadle/苏菲·奥...
2004 / 英国南非意大利美国 / 剧情历史战争


",卢旺达饭店 / Hotel Rwanda / 卢安达饭店(台),8.8,当这个世界闭上双眼，他却敞开了怀抱。
"
导演:贝纳尔多·贝托鲁奇BernardoBertolucci   主演:尊龙JohnLone/陈...
1987 / 意大利中国大陆英国法国 / 剧情传记历史


",末代皇帝 / The Last Emperor / 末代皇帝溥仪(港),8.7,“不要跟我比惨，我比你更惨”再适合这部电影不过了。
"
导演:达伦·阿罗诺夫斯基DarrenAronofsky   主演:娜塔丽·波曼NatalieP...
2010 / 美国 / 剧情惊悚


",黑天鹅 / Black Swan / 夺命黑天鹅  /  霸王别鹅(豆友译名),8.5,黑暗之美。
"
导演:新海诚MakotoShinkai   主演:水桥研二KenjiMizuhashi/近藤好美...
2007 / 日本 / 动画剧情爱情


",秒速5厘米 / 秒速5センチメートル / 秒速五厘米  /  秒速5公分,8.5,青春就是放弃和怀念。
"
导演:杰茜·尼尔森JessieNelson   主演:SeanPenn/DakotaFanning/Mi...
2001 / 美国 / 剧情家庭


",我是山姆 / I Am Sam / 不一样的爸爸(港)  /  他不笨，他是我爸爸(台),8.8,爱并不需要智商 。
"
导演:克林特·伊斯特伍德ClintEastwood   主演:凯文·科斯特纳KevinCos...
1993 / 美国 / 剧情犯罪


",完美的世界 / A Perfect World / 强盗保镳,9.0,坏人的好总是比好人的好来得更感人。
"
导演:乔·怀特JoeWright   主演:凯拉·耐特丽KeiraKnightley/马修·...
2005 / 法国英国美国 / 剧情爱情


",傲慢与偏见 / Pride & Prejudice / 傲慢与偏见2005  /  Pride And Prejudice,8.4,爱是摈弃傲慢与偏见之后的曙光。
"
导演:奉俊昊Joon-hoBong   主演:宋康昊Kang-hoSong/金相庆Sang-kyun...
2003 / 韩国 / 犯罪剧情悬疑惊悚


",杀人回忆 / 살인의 추억 / 谋杀回忆  /  杀手回忆录,8.6,关于连环杀人悬案的集体回忆。
"
导演:StevenSpielberg   主演:HaleyJoelOsment/FrancesO'Connor/Sa...
2001 / 美国 / 冒险剧情科幻


",人工智能 / Artificial Intelligence: AI / AI人工智慧,8.6,对爱的执着，可以超越一切。
"
导演:FrancisFordCoppola   主演:阿尔·帕西诺AlPacino/黛安·基顿D...
1990 / 美国 / 剧情犯罪


",教父3 / The Godfather: Part III / 教父第三集  /  教父 III,8.7,任何信念的力量，都无法改变命运。
"
导演:李·昂克里奇LeeUnkrich   主演:汤姆·汉克斯TomHanks/蒂姆·艾...
2010 / 美国 / 喜剧动画奇幻冒险


",玩具总动员3 / Toy Story 3 / 反斗奇兵3(港)  /  玩具的故事3,8.7,跨度十五年的欢乐与泪水。
"
导演:吴宇森JohnWoo   主演:周润发Yun-FatChow/狄龙LungTi/张国...
1986 / 香港 / 动作犯罪


",英雄本色 / A Better Tomorrow  /  Gangland Boss,8.7,英雄泪短，兄弟情长。 
"
导演:汤姆·提克威TomTykwer   主演:本·卫肖BenWhishaw/艾伦·瑞克...
2006 / 德国法国西班牙美国 / 剧情犯罪奇幻


",香水 / Perfume: The Story of a Murderer / 香水：一个杀人犯的故事  /  香水：一个谋杀犯的故事,8.4,一个单凭体香达到高潮的男人。
"
导演:StanleyDonen/GeneKelly   主演:GeneKelly/DonaldO'Connor/...
1952 / 美国 / 喜剧歌舞爱情


",雨中曲 / Singin' in the Rain / 雨中情  /  万花嬉春,8.9,骨灰级歌舞片。
"
导演:卡洛斯·沙尔丹哈CarlosSaldanha/克里斯·韦奇ChrisWedge   主演...
2002 / 美国 / 喜剧动画冒险


",冰川时代 / Ice Age / 冰河世纪  /  冰原历险记,8.4,松鼠才是角儿。
"
导演:吴宇森JohnWoo   主演:周润发Yun-FatChow/张国荣LeslieCheung...
1991 / 香港 / 剧情喜剧动作犯罪


",纵横四海 / 緃横四海 / Once a Thief,8.7,香港浪漫主义警匪动作片的巅峰之作。
"
导演:保罗·哈吉斯PaulHaggis   主演:桑德拉·布洛克SandraBullock/...
2004 / 美国德国 / 犯罪剧情


",撞车 / Crash / 冲击效应  /  冲撞,8.6,天使与魔鬼的冲撞。
"
导演:LucBesson   主演:Jean-MarcBarr/JeanReno/RosannaArquette
1988 / 法国美国意大利 / 剧情爱情


",碧海蓝天 / Le grand bleu / 碧海情深  /  夜海倾情,8.7,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。
"
导演:丹尼斯·甘塞尔DennisGansel   主演:约根·沃格尔JürgenVogel/...
2008 / 德国 / 剧情


",浪潮 / Die Welle / 恶魔教室(台)  /  白恤暴潮(港),8.7,世界离独裁只有五天。
"
导演:大森贵弘TakahiroOmori   主演:佐仓绫音/内山昂辉KokiUchiyama
2011 / 日本 / 剧情爱情动画奇幻


",萤火之森 / 蛍火の杜へ / 萤火之社  /  Hotarubi no mori e,8.8,触不到的恋人。
"
导演:今敏SatoshiKon   主演:林原惠美MegumiHayashibara/古谷彻T...
2006 / 日本 / 动画悬疑科幻惊悚


",红辣椒 / パプリカ / 盗梦侦探  /  帕布莉卡,8.8,梦的勾结。
"
导演:大卫·芬奇DavidFincher   主演:本·阿弗莱克BenAffleck/罗莎蒙...
2014 / 美国 / 剧情犯罪悬疑惊悚
",消失的爱人 / Gone Girl / 失踪的女孩  /  失踪女孩,8.7,
"
导演:李安   主演:赵文瑄/归亚蕾/金素梅
1993 / 台湾美国 / 剧情喜剧爱情同性家庭


",喜宴 / The Wedding Banquet,8.7,中国家庭的喜怒哀乐忍。
"
导演:理查德·柯蒂斯RichardCurtis   主演:比尔·奈伊BillNighy/肯尼...
2009 / 英国德国法国 / 剧情喜剧音乐


",海盗电台 / The Boat That Rocked / 出位乐人谷(港)  /  海盗电波,8.6,生命不止，摇滚不死。
"
导演:金秉祐Byeong-wooKim   主演:河正宇Jung-wooHa/李璟荣Kyeong-y...
2013 / 韩国 / 剧情犯罪悬疑


",恐怖直播 / 더 테러 라이브 / 死亡“动”新闻(港)  /  恐怖攻击直播(台),8.7,恐怖分子的“秋菊打官司”。
"
导演:陆川ChuanLu   主演:多布杰Duobujie/张磊LeiZhang/亓亮QiL...
2004 / 中国大陆香港 / 剧情


",可可西里 / Kekexili: Mountain Patrol,8.6,坚硬的信仰。
"
导演:克里斯托弗·诺兰ChristopherNolan   主演:杰里米.西奥伯德Jeremy...
1998 / 英国 / 犯罪悬疑惊悚


",追随 / Following / 致命追踪  /  跟踪,9.0,诺兰的牛逼来源于内心散发出的恐惧。
"
导演:史蒂芬·戴德利StephenDaldry   主演:凯特·温丝莱特KateWinslet...
2008 / 美国德国 / 剧情爱情


",朗读者 / The Reader / 为爱朗读(台)  /  读爱(港),8.5,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 
"
导演:AndrewNiccol   主演:NicolasCage/EthanHawke/JaredLeto
2005 / 美国法国 / 剧情犯罪


",战争之王 / Lord of War / 军火之王(台 / 港) ,8.5,做一颗让别人需要你的棋子。
"
导演:达伦·阿伦诺夫斯基DarrenAronofsky   主演:艾伦·伯斯汀EllenBur...
2000 / 美国 / 剧情


",梦之安魂曲 / Requiem for a Dream / 噩梦挽歌(台)  /  迷上瘾(港),8.7,一场没有春天的噩梦。
"
导演:雅克·贝汉JacquesPerrin/雅克·克鲁奥德JacquesCluzaud   主演:...
2001 / 法国德国意大利西班牙瑞士 / 纪录片


",迁徙的鸟 / Le peuple migrateur / 鸟的迁徙  /  鸟与梦飞行,9.1,最美的飞翔。
"
导演:西恩·潘SeanPenn   主演:埃米尔·赫斯基EmileHirsch/马西娅·...
2007 / 美国 / 冒险传记剧情


",荒野生存 / Into the Wild / 浪荡天涯(港)  /  阿拉斯加之死(台),8.7,出门必备：本草纲目。
"
导演:黑泽明AkiraKurosawa   主演:三船敏郎ToshirôMifune/千秋实...
1950 / 日本 / 犯罪剧情悬疑


",罗生门 / 羅生門 / Rashomon,8.7,人生的N种可能性。
"
导演:大卫·叶茨DavidYates   主演:丹尼尔·雷德克里夫DanielRadcliffe...
2011 / 美国英国 / 剧情悬疑奇幻冒险


",哈利·波特与死亡圣器(下) / Harry Potter and the Deathly Hallows: Part 2 / 哈利波特7：死神的圣物2(港 / 台) ,8.6,10年的完美句点。
"
导演:李焕庆Hwan-kyeongLee   主演:柳承龙Seung-yongRyoo/朴信惠Shi...
2013 / 韩国 / 剧情喜剧家庭


",7号房的礼物 / 7번방의 선물 / 戆爸的礼物(港)  /  7号囚房的礼物,8.7,《我是山姆》的《美丽人生》。
"
导演:岩井俊二ShunjiIwai   主演:三上博史/恰拉/伊藤步
1996 / 日本 / 犯罪剧情


",燕尾蝶 / スワロウテイル / Swallowtail Butterfly  /  Suwarôteiru,8.7,现实与童话交相辉映的旅程。
"
导演:道格·里曼DougLiman   主演:马特·达蒙MattDamon/弗兰卡·波坦...
2002 / 美国德国捷克 / 动作悬疑冒险


",谍影重重 / The Bourne Identity / 叛谍追击(港)  /  神鬼认证(台),8.5,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。
"
导演:FrankDarabont   主演:汤姆·汉克斯TomHanks/大卫·摩斯DavidM...
1999 / 美国 / 犯罪剧情奇幻悬疑


",绿里奇迹 / The Green Mile / 绿色奇迹(台)  /  绿色英里,8.7,天使暂时离开。
"
导演:阿斯哈·法哈蒂AsgharFarhadi   主演:蕾拉·哈塔米LeilaHatami/...
2011 / 伊朗 / 剧情家庭


",一次别离 / جدایی نادر از سیمین / 分居风暴(台)  /  伊朗式分居(港),8.7,只有有信仰的人才能说出事实真相。
"
导演:迈克尔·贝MichaelBay   主演:肖恩·康纳利SeanConnery/尼古拉...
1996 / 美国 / 动作冒险


",勇闯夺命岛 / The Rock / 石破天惊  /  绝地任务,8.5,类型片的极致。 
"
导演:阿米尔·汗AamirKhan/阿莫尔·古普特AmoleGupte   主演:达席尔...
2007 / 印度 / 剧情儿童家庭


",地球上的星星 / Taare Zameen Par / 心中的小星星(台)  /  每一个孩子都是特别的,8.8,天使保护事件始末。
"
导演:PeterWerner   主演:詹姆斯·沃克JamesWolk/特里特·威廉斯Trea...
2008 / 美国 / 剧情传记


",叫我第一名 / Front of the Class / 开放有爱  /  站在教室前,8.6,乐观比一切都有力量。
"
导演:保罗·格林格拉斯PaulGreengrass   主演:马特·达蒙MattDamon/...
2004 / 美国德国 / 动作悬疑冒险


",谍影重重2 / The Bourne Supremacy / 叛谍追击2：机密圈套(港)  /  神鬼认证：神鬼疑云(台),8.5,谁说王家卫镜头很晃？
"
导演:MichaelCurtiz   主演:亨弗莱·鲍嘉HumphreyBogart/英格丽·褒曼...
1942 / 美国 / 剧情爱情战争


",卡萨布兰卡 / Casablanca / 北非谍影(港)  /  卡萨布兰卡,8.6,与同名歌曲无关。
"
导演:安东尼·明格拉AnthonyMinghella   主演:拉尔夫·费因斯RalphFien...
1996 / 美国英国 / 爱情剧情战争


",英国病人 / The English Patient / 英伦情人(台)  /  别问我是谁(港),8.4,"In memory, love lives forever..."
"
导演:周星驰StephenChow/李力持Lik-ChiLee   主演:周星驰StephenCh...
1999 / 香港 / 喜剧剧情爱情


",喜剧之王 / 喜劇之王 / King of Comedy,8.3,我是一个演员。
"
导演:吴宇森JohnWoo   主演:约翰·特拉沃尔塔JohnTravolta/尼古拉斯...
1997 / 美国 / 动作犯罪


",变脸 / Face/Off / 夺面双雄  /  变脸,8.4,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯
"
导演:王家卫KarWaiWong   主演:梁朝伟TonyLeungChiuWai/张曼玉Ma...
2000 / 香港法国 / 剧情爱情


",花样年华 / 花樣年華 / In the Mood for Love,8.4,偷情本没有这样美。
"
导演:理查德·柯蒂斯RichardCurtis   主演:多姆纳尔·格利森DomhnallGl...
2013 / 英国 / 剧情爱情奇幻


",时空恋旅人 / About Time / 时空旅恋人  /  回到最爱的一天(港),8.6,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。
"
导演:王家卫KarWaiWong   主演:张国荣LeslieCheung/张曼玉MaggieC...
1990 / 香港 / 犯罪剧情爱情


",阿飞正传 / 阿飛正傳 / Days of Being Wild,8.5,王家卫是一种风格，张国荣是一个代表。
"
导演:李力持Lik-ChiLee   主演:周星驰StephenChow/巩俐LiGong/陈...
1993 / 香港 / 喜剧爱情古装


",唐伯虎点秋香 / 唐伯虎點秋香 / Flirting Scholar,8.3,华太师是黄霑，吴镇宇四大才子之一。
"
导演:理查德·沙因克曼RichardSchenkman   主演:大卫·李·史密斯David...
2007 / 美国 / 剧情科幻


",这个男人来自地球 / The Man from Earth / 地球不死人(港)  /  这个人来自洞穴,8.5,科幻真正的魅力不是视觉效果能取代的。 
"
导演:大卫·林奇DavidLynch   主演:娜奥米·沃茨NaomiWatts/劳拉·哈...
2001 / 法国美国 / 剧情悬疑惊悚


",穆赫兰道 / Mulholland Dr. / 穆荷兰大道(台)  /  失忆大道(港),8.4,大卫·林奇的梦境迷宫。
"
导演:StevenSpielberg   主演:HenryThomas/DeeWallace/RobertMacNa...
1982 / 美国 / 剧情科幻奇幻冒险


",E.T. 外星人 / E.T.: The Extra-Terrestrial / 外星人E.T.  /  外星人,8.5,生病的E.T.皮肤的颜色就像柿子饼。
"
导演:宫崎骏HayaoMiyazaki   主演:高山南/佐久间玲/山口胜平
1989 / 日本 / 动画奇幻冒险


",魔女宅急便 / 魔女の宅急便 / 魔女琪琪(台)  /  小魔女限时专送,8.4,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。
"
导演:森淳一JunichiMori   主演:桥本爱AiHashimoto/三浦贵大Takahir...
2014 / 日本 / 剧情
",小森林 夏秋篇 / リトル・フォレスト 夏・秋 / 小森食光 / 夏秋篇(台) ,8.9,
"
导演:AlfredHitchcock   主演:JanetLeigh/AnthonyPerkins/VeraMiles
1960 / 美国 / 悬疑恐怖


",惊魂记 / Psycho / 精神病患者  /  触目惊心,8.8,故事的反转与反转，分裂电影的始祖。
"
导演:杨·塞谬尔YannSamuell   主演:吉约姆·卡内GuillaumeCanet/玛...
2003 / 法国比利时 / 喜剧剧情爱情


",两小无猜 / Jeux d'enfants / 敢爱就来  /  宝贝游戏,8.2,"Love me, if you dare. "
"
导演:克里斯托弗·史密斯ChristopherSmith   主演:梅利莎·乔治Melissa...
2009 / 英国澳大利亚 / 剧情悬疑惊悚


",恐怖游轮 / Triangle / 汪洋血迷宮(台)  /  轮回三角,8.3,不要企图在重复中寻找已经失去的爱。
"
导演:布莱恩·辛格BryanSinger   主演:KevinSpacey/StephenBaldwin/...
1995 / 德国美国 / 剧情犯罪悬疑惊悚


",非常嫌疑犯 / The Usual Suspects / 刺激惊爆点(台)  /  普通嫌疑犯,8.6,我不信仰上帝，但我敬畏上帝。
"
导演:约翰·卡尼JohnCarney   主演:格伦·汉塞德GlenHansard/玛可塔...
2006 / 爱尔兰 / 剧情音乐爱情


",曾经 / Once / 一奏倾情(港)  /  曾经。爱是唯一(台),8.3,有些幸福无关爱情。
"
导演:JamieUys   主演:MariusWeyers/SandraPrinsloo/N!xau
1980 / 博茨瓦纳南非 / 喜剧


",上帝也疯狂 / The Gods Must Be Crazy / 众神也疯狂 (上)  /  上帝一定发疯了 (上),8.6,纯净原始的笑与感动。
"
导演:约翰·卡尼JohnCarney   主演:凯拉·奈特莉KeiraKnightley/马克...
2013 / 美国 / 喜剧爱情音乐


",再次出发之纽约遇见你 / Begin Again / 再次出发  /  歌曲改变人生,8.5,爱我就给我看你的播放列表。
"
导演:李廷香Jeong-hyangLee   主演:金艺芬Eul-boonKim/俞承豪Seung-...
2002 / 韩国 / 剧情儿童家庭


",爱·回家 / 집으로... / 外婆的家  /  回家路上,9.1,献给所有外婆的电影。
"
导演:詹姆斯·卡梅隆JamesCameron   主演:阿诺·施瓦辛格ArnoldSchwarz...
1991 / 美国法国 / 动作科幻


",终结者2：审判日 / Terminator 2: Judgment Day / 终结者2  /  终结者2：末日审判,8.5,少见的超越首部的续集，动作片中的经典。
"
导演:克里斯托弗·诺兰ChristopherNolan   主演:克里斯蒂安·贝尔Christ...
2012 / 美国英国 / 剧情动作科幻犯罪惊悚


",蝙蝠侠：黑暗骑士崛起 / The Dark Knight Rises / 蝙蝠侠前传3：黑暗骑士崛起  /  黑暗骑士：黎明升起(台),8.5,诺兰就是保证。
"
导演:StanleyKubrick   主演:MalcolmMcDowell/PatrickMagee/Michael...
1971 / 英国美国 / 犯罪剧情科幻


",发条橙 / A Clockwork Orange / 发条桔子  /  发条橙子,8.4,我完全康复了。
"
导演:忻钰坤YukunXin   主演:霍卫民WeiminHuo/王笑天XiaotianWang...
2014 / 中国大陆 / 剧情犯罪悬疑
",心迷宫 / 殡棺  /  The Coffin in the Mountain,8.6,
"
导演:SeijirôKôyama   主演:山本圭KeiYamamoto/井川比佐志Hisa...
1987 / 日本 / 剧情


",忠犬八公物语 / ハチ公物語 / 八千公物语  /  阿八的故事,9.0,养狗三日，便会对你终其一生。
"
导演:易智言Chih-yenYee   主演:桂纶镁LunmeiKwai/陈柏霖Bo-linChe...
2002 / 台湾法国 / 剧情爱情同性


",蓝色大门 / 藍色大門 / Blue Gate Crossing  /  蓝色大门,8.2,青春的窃窃私语。 
"
导演:严定宪DingxianYan/王树忱ShuchenWang   主演:梁正晖/邱岳峰...
1979 / 中国 / 冒险动画奇幻


",哪吒闹海 / Prince Nezha's Triumph Against Dragon King  /  Nezha nao hai,8.8,想你时你在闹海。
"
导演:PuttipongPromsakaNaSakolnakorn/Wasinpokpong   主演:马里奥·...
2010 / 泰国 / 喜剧爱情


",初恋这件小事 / สิ่งเล็กเล็กที่เรียกว่า...รัก / 初恋那件小事(港)  /  暗恋那点小事,8.3,黑小鸭速效美白记。
"
导演:菲利普·穆伊尔PhilippeMuyl   主演:米歇尔·塞罗MichelSerrault...
2002 / 法国 / 剧情儿童喜剧


",蝴蝶 / Le Papillon / The Butterfly  /  蝴蝶,8.6,我们长途跋涉寻找的东西，有可能一直就在身边。 
"
导演:雷德利·斯科特RidleyScott   主演:吉娜·戴维斯GeenaDavis/苏...
1991 / 美国法国 / 犯罪剧情惊悚


",末路狂花 / Thelma & Louise / 塞尔玛与路易丝  /  末路狂花,8.6,没有了退路，只好飞向自由。
"
导演:邓肯·琼斯DuncanJones   主演:杰克·吉伦哈尔JakeGyllenhaal/...
2011 / 美国加拿大 / 剧情动作科幻犯罪惊悚


",源代码 / Source Code / 启动原始码(台)  /  危机解密(港),8.3,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。
"
导演:ChukiatSakveerakul   主演:WitwisitHiranyawongkul/MarioMaurer...
2007 / 泰国 / 剧情爱情同性家庭


",爱在暹罗 / รักแห่งสยาม / 暹罗之恋  /  爱在暹罗广场,8.3,把爱放在心底，有爱就有希望。
"
导演:LaurentTirard   主演:马克西姆·戈达尔MaximeGodart/瓦莱丽·勒...
2009 / 法国比利时 / 儿童喜剧家庭


",巴黎淘气帮 / Le petit Nicolas / 小淘气尼古拉(台)  /  反斗小尼哥(港),8.6,四百击的反面。
"
导演:AndyWachowski/LarryWachowski   主演:KeanuReeves/LaurenceF...
2003 / 美国澳大利亚 / 动作科幻


",黑客帝国3：矩阵革命 / The Matrix Revolutions / 骇客任务完结篇：最后战役  /  廿二世纪杀人网络3：惊变世纪,8.4,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。
"
导演:唐·霍尔DonHall/克里斯·威廉姆斯ChrisWilliams   主演:斯科特...
2014 / 美国 / 喜剧动作科幻动画冒险
",超能陆战队 / Big Hero 6 / 大英雄联盟(港)  /  大英雄天团(台),8.6,
"
导演:萨姆·门德斯SamMendes   主演:凯文·史佩西KevinSpacey/安妮特...
1999 / 美国 / 剧情家庭


",美国丽人 / American Beauty / 美丽有罪(港)  /  美国心·玫瑰情(台),8.4,每个人的内心都是深不可测的大海。 
"
导演:加文·欧康诺GavinO'Connor   主演:汤姆·哈迪TomHardy/乔尔·...
2011 / 美国 / 剧情运动家庭


",勇士 / Warrior / 勇者无敌(台)  /  钢铁斗士(港),8.9,热血沸腾，相当完美的娱乐拳击大餐。
"
导演:小津安二郎YasujirôOzu   主演:笠智众ChishûRyû/原节...
1953 / 日本 / 剧情家庭


",东京物语 / 東京物語 / 东京故事  /  Tokyo Story,9.1,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。
"
导演:KevinCostner   主演:KevinCostner/MaryMcDonnell/GrahamGreene
1990 / 美国 / 冒险剧情西部


",与狼共舞 / Dances with Wolves / 与狼共舞,8.9,充满诗意与情怀的史诗作品。 
"
导演:SergioLeone   主演:ClintEastwood/EliWallach/LeeVanCleef
1966 / 意大利西班牙西德 / 冒险西部


","黄金三镖客 / Il buono, il brutto, il cattivo. / 好·坏·丑  /  独行侠决斗地狱门(港)",9.1,最棒的西部片。
"
导演:李惠民RaymondLee   主演:张曼玉MaggieCheung/林青霞Brigitte...
1992 / 香港中国大陆 / 剧情动作武侠古装


",新龙门客栈 / 新龍門客棧 / New Dragon Gate Inn,8.4,嬉笑怒骂，调风动月。
